Datum/Uhrzeit;WirkleisungBezug;ScheinleistungBezug;BlindleistungBezug;WirkleisungLieferung;ScheinleistungLieferung;BlindleistungLieferung
17.07.2016 15:53:22;0;0;0;919,5;963;286
17.07.2016 15:53:23;0;0;0;939,2;983;290,2
17.07.2016 15:53:24;0;0;0;926,5;971,3;291,4
17.07.2016 15:53:25;0;0;0;900,8;944,5;284,1
17.07.2016 15:53:26;0;0;0;912,5;956,6;287,4
17.07.2016 15:53:27;0;0;0;911,2;954,8;285
17.07.2016 15:53:28;0;0;0;910,2;948,6;267,3
17.07.2016 15:53:29;0;0;0;911,5;949,5;266,2
17.07.2016 15:53:30;0;0;0;928,3;966,5;269,2
17.07.2016 15:53:31;0;0;0;940,6;980,3;276,2
17.07.2016 15:53:32;0;0;0;944,1;988,3;292,3
17.07.2016 15:53:33;0;0;0;937,3;976,9;275,4
17.07.2016 15:53:34;0;0;0;931,6;972,4;278,7
17.07.2016 15:53:35;0;0;0;942,4;980,2;269,7
17.07.2016 15:53:36;0;0;0;913,6;954,8;277,6
17.07.2016 15:53:37;0;0;0;921,2;961,4;275,1
17.07.2016 15:53:38;0;0;0;922,4;963,8;279,4
17.07.2016 15:53:39;0;0;0;917,8;958,1;274,8
17.07.2016 15:53:40;0;0;0;915,5;955,5;273,7
17.07.2016 15:53:41;0;0;0;922,7;961,9;271,6
17.07.2016 15:53:42;0;0;0;918,7;958,7;274
17.07.2016 15:53:43;0;0;0;897,6;940,5;280,7
17.07.2016 15:53:44;0;0;0;884,2;928,9;284,9
17.07.2016 15:53:45;0;0;0;877,3;922,5;285,1
17.07.2016 15:53:46;0;0;0;876,4;920,9;282,8
17.07.2016 15:53:47;0;0;0;886,4;929,8;280,7
17.07.2016 15:53:48;0;0;0;882,7;925,6;278,5
17.07.2016 15:53:49;732,3;782,3;0;0;0;275,2
17.07.2016 15:53:50;849,4;893,1;0;0;0;275,8
17.07.2016 15:53:51;800,9;847;0;0;0;275,6
17.07.2016 15:53:52;779,7;827;0;0;0;275,8
17.07.2016 15:53:53;760,8;808,7;0;0;0;274
17.07.2016 15:53:54;765,2;813,4;0;0;0;275,7
17.07.2016 15:53:55;750,2;798,9;0;0;0;274,7
17.07.2016 15:53:56;743,3;791,9;0;0;0;273,2
17.07.2016 15:53:57;747,3;795,5;0;0;0;272,7
17.07.2016 15:53:58;0;0;0;868,1;910;272,9
17.07.2016 15:53:59;0;0;0;897,5;935,7;264,8
17.07.2016 15:54:00;0;0;0;891,6;928,9;260,7
17.07.2016 15:54:01;0;0;0;895,1;932,8;262,4
17.07.2016 15:54:02;0;0;0;899;936,6;262,8
17.07.2016 15:54:03;0;0;0;895,9;932,6;259
17.07.2016 15:54:04;0;0;0;893,4;930,5;260
17.07.2016 15:54:05;0;0;0;897;935,8;266,9
17.07.2016 15:54:06;0;0;0;885,1;923,9;265
17.07.2016 15:54:07;0;0;0;870;910,5;268,6
17.07.2016 15:54:08;0;0;0;868,4;913,1;282,1
17.07.2016 15:54:09;0;0;0;870,5;916,3;286,4
17.07.2016 15:54:10;0;0;0;862,4;901,3;262,1
17.07.2016 15:54:11;0;0;0;867,5;904;254,5
17.07.2016 15:54:12;0;0;0;869,1;906;256,1
17.07.2016 15:54:13;0;0;0;875,4;911,2;252,8
17.07.2016 15:54:14;0;0;0;881,9;918,9;258,3
17.07.2016 15:54:15;0;0;0;873,5;908,1;248,2
17.07.2016 15:54:16;0;0;0;860,6;895,4;247,4
17.07.2016 15:54:17;0;0;0;884,1;919;250,8
17.07.2016 15:54:18;0;0;0;874,9;910,4;251,8
17.07.2016 15:54:19;0;0;0;876,9;910,3;244,5
17.07.2016 15:54:20;0;0;0;874,6;909,4;249,2
17.07.2016 15:54:21;0;0;0;75,4;265,9;255
17.07.2016 15:54:22;861,4;899,1;0;0;0;257,5
17.07.2016 15:54:23;822,8;862,4;0;0;0;258,2
17.07.2016 15:54:24;757,3;796,6;0;0;0;247,2
17.07.2016 15:54:25;731,3;771,7;0;0;0;246,5
17.07.2016 15:54:26;766,2;807;0;0;0;253,4
