Datum/Uhrzeit;WirkleisungBezug;ScheinleistungBezug;BlindleistungBezug;WirkleisungLieferung;ScheinleistungLieferung;BlindleistungLieferung
05.07.2020 12:22:47;0;0;0;7942,8;8021,7;1122,1
05.07.2020 12:22:48;0;0;0;7933,8;8012,9;1123,5
05.07.2020 12:22:49;0;0;0;7932,1;8013,8;1141,6
05.07.2020 12:22:50;0;0;0;7963,1;8048,7;1170,5
05.07.2020 12:22:51;0;0;0;7963,9;8052,2;1189,4
05.07.2020 12:22:52;0;0;0;7940,8;8026,1;1167,1
05.07.2020 12:22:53;0;0;0;7921,2;8002,4;1137,1
05.07.2020 12:22:54;0;0;0;7900,8;7980,9;1127,7
05.07.2020 12:22:55;0;0;0;7862,6;7943;1127,2
05.07.2020 12:22:56;0;0;0;7904,4;7984,3;1126,5
05.07.2020 12:22:57;0;0;0;7946,5;8024,2;1114,4
05.07.2020 12:22:58;0;0;0;7957,6;8034,7;1110
05.07.2020 12:22:59;0;0;0;7945,9;8021;1094,8
05.07.2020 12:23:00;0;0;0;6598,8;6686,5;1079,6
05.07.2020 12:23:01;0;0;0;7839,6;7913,4;1078,5
05.07.2020 12:23:02;0;0;0;6874;6959,5;1087,7
05.07.2020 12:23:03;0;0;0;7937,6;8010,5;1078,3
05.07.2020 12:23:04;0;0;0;7960,8;8034,3;1084,2
05.07.2020 12:23:05;0;0;0;7953,8;8026,6;1078,7
05.07.2020 12:23:06;0;0;0;7921,7;7994,8;1078,3
05.07.2020 12:23:07;0;0;0;7914,2;7986,1;1069,4
05.07.2020 12:23:19;0;0;0;7958,1;8034;1101,8
05.07.2020 12:23:20;0;0;0;7941,5;8016;1090,6
05.07.2020 12:23:21;0;0;0;7990;8064,3;1092,5
05.07.2020 12:23:22;0;0;0;7936,2;8011,6;1096,3
05.07.2020 12:23:23;0;0;0;7919,3;7994;1090,3
05.07.2020 12:23:24;0;0;0;7897,2;7971,4;1085,3
05.07.2020 12:23:25;0;0;0;7930,9;8003,6;1077
05.07.2020 12:23:26;0;0;0;7922,8;7993,8;1062,7
05.07.2020 12:23:27;0;0;0;7939,9;8010,2;1058,8
05.07.2020 12:23:28;0;0;0;7947,4;8016,5;1050,1
05.07.2020 12:23:29;0;0;0;7934,1;8003,5;1051,8
05.07.2020 12:23:30;0;0;0;7958,1;8027,8;1055,2
05.07.2020 12:23:31;0;0;0;7937,8;8008,3;1060,3
05.07.2020 12:23:32;0;0;0;7957;8027,2;1059,2
05.07.2020 12:23:33;0;0;0;7947,3;8018,7;1068,1
05.07.2020 12:23:34;0;0;0;7961;8031,8;1064,3
05.07.2020 12:23:35;0;0;0;7952,9;8023,9;1064,8
05.07.2020 12:23:36;0;0;0;7935,2;8006,7;1067,7
05.07.2020 12:23:37;0;0;0;7939,7;8010,6;1064
05.07.2020 12:23:38;0;0;0;7955,2;8025,8;1062
05.07.2020 12:23:39;0;0;0;7955,9;8025,8;1057
